City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Hirara,JP,24.8,125.28,82.94,71,96,6.98,overcast clouds
365,Guaira,BR,-20.32,-48.31,85.66,18,0,3.15,clear sky
366,Wau,SS,7.7,28.0,72.46,88,54,1.61,broken clouds
367,Lagoa,PT,39.05,-27.98,66.13,63,18,17.83,few clouds
368,Lubango,AO,-14.92,13.49,58.42,60,0,3.0,clear sky
369,Muros,ES,42.78,-9.06,66.0,88,2,1.99,clear sky
370,Atar,MR,20.52,-13.05,103.15,14,90,10.98,overcast clouds
371,Sorland,NO,67.67,12.69,48.2,93,75,4.7,broken clouds
372,Saldanha,ZA,-33.01,17.94,48.2,81,96,3.36,overcast clouds
373,Alausi,EC,-2.2,-78.83,53.74,71,68,5.46,broken clouds
374,Swan Hill,AU,-35.34,143.55,41.7,94,0,3.71,clear sky
375,Alekseyevsk,RU,57.84,108.35,43.16,89,1,6.8,clear sky
376,Camana,PE,-16.62,-72.71,63.21,68,87,5.91,overcast clouds
377,Prince Rupert,CA,54.32,-130.32,57.2,87,90,3.36,overcast clouds
378,Korgen,NO,66.08,13.82,48.2,87,75,6.93,broken clouds
379,Klaksvik,FO,62.23,-6.59,42.8,93,96,4.7,overcast clouds
380,Gushikawa,JP,26.35,127.87,80.6,88,90,5.32,overcast clouds
381,Kahului,US,20.89,-156.47,87.8,55,40,20.8,scattered clouds
382,Teya,RU,60.38,92.63,45.14,87,83,1.16,broken clouds
383,Durres,AL,41.32,19.44,75.2,64,75,2.24,broken clouds
384,Rabo De Peixe,PT,37.8,-25.58,66.2,63,20,8.05,few clouds
385,Clyde River,CA,70.47,-68.59,39.2,80,75,11.41,broken clouds
386,Severnyy,RU,50.68,36.55,64.4,59,19,15.66,few clouds
387,Preeceville,CA,51.95,-102.67,62.31,44,100,6.35,overcast clouds
388,San Carlos De Bariloche,AR,-41.15,-71.31,62.6,39,40,23.04,scattered clouds
389,Port Hardy,CA,50.7,-127.42,59.0,87,90,11.41,smoke
390,Srandakan,ID,-7.94,110.25,73.72,87,87,4.68,overcast clouds
391,Kieta,PG,-6.22,155.63,80.73,73,99,5.46,light rain
392,Listvyanka,RU,51.85,104.87,44.6,100,90,6.71,overcast clouds
393,Pahrump,US,36.21,-115.98,98.01,16,49,5.99,scattered clouds
394,Denpasar,ID,-8.65,115.22,75.2,100,20,2.24,few clouds
395,Povenets,RU,62.85,34.83,50.18,75,93,13.0,overcast clouds
396,Strezhevoy,RU,60.73,77.59,55.4,76,98,8.95,overcast clouds
397,Beyneu,KZ,45.32,55.2,64.71,48,46,10.96,scattered clouds
398,Gamba,GA,-2.65,10.0,74.55,84,100,5.59,overcast clouds
399,Miyako,JP,39.64,141.95,64.83,89,100,6.06,overcast clouds
400,Iracoubo,GF,5.48,-53.2,82.35,74,16,7.65,few clouds
401,Sur,OM,22.57,59.53,81.23,61,100,7.18,overcast clouds
402,Vite,IN,17.28,74.55,70.39,90,100,8.95,overcast clouds
403,Rawson,AR,-43.3,-65.1,68.22,29,15,18.57,few clouds
404,Kuryk,KZ,43.2,51.65,67.69,66,0,11.86,clear sky
405,Deep River,CA,46.1,-77.5,57.2,47,20,6.93,few clouds
406,Terre Haute,US,39.47,-87.41,81.0,42,1,6.93,clear sky
407,Qui Nhon,VN,13.77,109.23,78.51,86,56,6.06,broken clouds
408,Luena,AO,-11.78,19.92,66.67,38,0,2.01,clear sky
409,Dahra,DZ,36.25,0.85,82.4,42,0,5.3,clear sky
410,Balancan,MX,17.8,-91.53,88.97,66,32,5.37,scattered clouds
411,Riviere-Au-Renard,CA,49.0,-64.4,62.6,36,20,19.46,few clouds
412,Kindersley,CA,51.47,-109.17,59.0,47,90,9.17,overcast clouds
413,Dikson,RU,73.51,80.55,43.02,86,100,12.95,overcast clouds
414,Kirakira,SB,-10.45,161.92,81.32,78,100,19.91,overcast clouds
415,Yanahuanca,PE,-10.52,-76.5,50.27,57,47,12.15,scattered clouds
416,Kaka,TM,37.35,59.61,64.96,28,0,4.32,clear sky
417,Robat Karim,IR,35.48,51.08,73.4,30,0,4.7,clear sky
418,Kushmurun,KZ,52.45,64.63,57.61,57,100,10.16,overcast clouds
419,Kagadi,UG,0.96,30.8,63.34,95,0,2.42,clear sky
420,Kathu,TH,7.92,98.33,84.0,94,20,5.12,few clouds
421,Soure,BR,-0.72,-48.52,81.84,77,96,14.81,overcast clouds
422,Pangnirtung,CA,66.15,-65.71,42.8,65,75,11.41,broken clouds
423,Bulawayo,ZW,-20.15,28.58,65.46,30,32,3.62,scattered clouds
424,Knokke-Heist,BE,51.33,3.33,71.6,68,8,9.17,clear sky
425,Basoko,CD,1.24,23.62,72.03,93,84,3.13,moderate rain
426,Fort Nelson,CA,58.81,-122.7,46.4,70,75,10.29,broken clouds
427,Rock Springs,US,41.59,-109.2,75.2,13,1,8.08,clear sky
428,Murdochville,CA,48.96,-65.5,46.42,61,69,20.62,broken clouds
429,Chingirlau,KZ,51.09,54.08,49.3,86,16,9.57,few clouds
430,Mayya,RU,61.73,130.28,41.0,80,21,8.95,few clouds
431,Skawina,PL,49.98,19.83,66.0,88,76,1.12,broken clouds
432,Half Moon Bay,US,37.46,-122.43,71.01,77,75,5.82,smoke
433,Nemuro,JP,43.32,145.57,59.95,68,31,9.66,scattered clouds
434,Nuuk,GL,64.18,-51.72,41.0,35,75,18.34,broken clouds
435,Boa Vista,BR,2.82,-60.67,93.2,46,20,5.82,few clouds
436,Constitucion,CL,-35.33,-72.42,60.19,60,0,12.82,clear sky
437,Hazorasp,UZ,41.32,61.07,64.4,52,0,2.24,clear sky
438,Asosa,ET,10.07,34.53,61.45,97,100,2.26,overcast clouds
439,Tadine,NC,-21.55,167.88,71.4,74,15,16.28,few clouds
440,Eitorf,DE,50.77,7.45,73.0,56,68,3.36,broken clouds
441,Opunake,NZ,-39.46,173.86,55.0,77,14,20.0,few clouds
442,Araouane,ML,18.9,-3.53,102.51,14,22,5.39,few clouds
443,Bantry,IE,51.68,-9.45,59.0,100,75,10.29,broken clouds
444,Byron Bay,AU,-28.65,153.62,57.99,100,18,7.52,few clouds
445,Leningradskiy,RU,69.38,178.42,40.32,95,100,8.99,light rain
446,Auki,SB,-8.77,160.7,80.85,78,100,6.13,overcast clouds
447,Margate,GB,51.38,1.39,66.99,69,0,8.95,clear sky
448,Edirne,TR,41.68,26.56,66.0,54,21,7.14,light rain
449,Haines Junction,CA,60.75,-137.51,54.1,40,61,1.1,broken clouds
450,Taoudenni,ML,22.68,-3.98,103.59,10,56,3.13,broken clouds
451,Andros Town,BS,24.7,-77.77,86.0,66,20,11.41,few clouds
452,Abu Dhabi,AE,24.47,54.37,91.4,66,0,4.7,clear sky
453,Jacksonville,US,30.33,-81.66,86.0,74,75,10.29,broken clouds
454,Ucluelet,CA,48.93,-125.55,57.2,93,90,6.93,fog
455,Inhambane,MZ,-23.86,35.38,71.1,86,0,8.97,clear sky
456,Geraldton,AU,-28.77,114.6,50.0,100,0,6.93,clear sky
457,Narsaq,GL,60.92,-46.05,48.2,42,100,16.11,light rain
458,Ketchikan,US,55.34,-131.65,64.4,55,1,11.41,clear sky
459,Maumere,ID,-8.62,122.21,75.78,72,64,2.08,broken clouds
460,Phalodi,IN,27.13,72.37,92.73,39,31,12.95,scattered clouds
461,Kilindoni,TZ,-7.91,39.67,77.2,81,19,12.06,few clouds
462,Springdale,US,36.19,-94.13,82.0,57,40,9.17,scattered clouds
463,Lasa,IT,46.62,10.7,60.8,93,5,2.17,clear sky
464,Jiuquan,CN,39.74,98.52,48.47,42,0,1.7,clear sky
465,Qrendi,MT,35.83,14.46,75.99,88,100,13.87,overcast clouds
466,Tromso,NO,69.65,18.96,48.2,87,75,8.05,broken clouds
467,Zaranj,AF,30.97,61.88,77.0,17,0,26.4,clear sky
468,Amapa,BR,1.0,-52.0,82.42,74,100,3.51,overcast clouds
469,Beringovskiy,RU,63.05,179.32,45.81,90,100,7.31,light rain
470,Riverton,US,40.52,-111.94,89.01,16,1,9.17,clear sky
471,Kristiansund,NO,63.11,7.73,48.2,93,100,5.82,light rain
472,Dinan,FR,48.42,-2.25,73.99,73,7,4.7,clear sky
473,Hualmay,PE,-11.1,-77.61,64.6,73,29,9.86,scattered clouds
474,Waipawa,NZ,-41.41,175.52,59.0,67,1,13.87,clear sky
475,Kamina,CD,-8.74,24.99,77.77,36,81,3.18,broken clouds
476,Qorveh,IR,35.17,47.8,53.26,49,0,3.76,clear sky
477,Richards Bay,ZA,-28.78,32.04,66.67,74,97,8.75,overcast clouds
478,Vanimo,PG,-2.67,141.3,78.22,84,100,5.77,moderate rain
479,Surgut,RU,61.25,73.42,50.0,100,97,4.47,overcast clouds
480,Coihaique,CL,-45.58,-72.07,48.2,66,90,8.05,light intensity shower rain
481,Saint-Pierre,RE,-21.34,55.48,62.6,63,1,8.05,clear sky
482,Lewisville,US,33.05,-96.99,89.01,48,75,4.7,broken clouds
483,Cardston,CA,49.2,-113.3,55.4,66,5,8.05,clear sky
484,Inhuma,BR,-6.67,-41.71,82.9,27,82,5.32,broken clouds
485,Poitiers,FR,46.58,0.33,77.0,44,0,2.24,clear sky
486,Shizukuishi,JP,39.68,140.98,63.21,91,88,1.77,overcast clouds
487,Kysyl-Syr,RU,63.9,122.76,42.51,91,42,5.61,scattered clouds
488,The Valley,AI,18.22,-63.06,89.6,66,20,11.41,few clouds
489,Shimoda,JP,34.67,138.95,66.0,95,46,10.47,scattered clouds
490,Cayenne,GF,4.93,-52.33,87.8,62,24,9.17,few clouds
491,Alihe,CN,50.57,123.72,46.04,92,98,2.42,overcast clouds
492,Gwadar,PK,25.12,62.33,84.69,62,79,5.3,broken clouds
493,Swinoujscie,PL,53.91,14.25,64.0,87,67,3.36,broken clouds
494,Tunyogmatolcs,HU,47.97,22.47,60.8,93,0,7.02,clear sky
495,Mumbwa,ZM,-14.98,27.06,68.34,35,20,3.6,few clouds
496,Aksarka,RU,66.56,67.8,49.78,93,100,15.12,light rain
497,Derzhavinsk,KZ,51.1,66.32,56.8,63,55,6.87,broken clouds
498,Banbury,GB,52.06,-1.34,62.01,85,0,6.42,clear sky
499,Coffs Harbour,AU,-30.3,153.13,57.99,93,90,3.36,overcast clouds
500,Posse,BR,-14.09,-46.37,76.05,41,54,1.59,broken clouds
501,Nata,PA,8.33,-80.52,87.8,66,75,9.17,broken clouds
502,Gondanglegi,ID,-7.75,112.01,72.63,79,3,10.8,clear sky
503,Campeche,MX,19.0,-90.5,91.53,55,66,3.67,broken clouds
504,Eyl,SO,7.98,49.82,78.13,79,14,19.53,few clouds
505,Salinopolis,BR,-0.61,-47.36,81.07,79,99,14.81,overcast clouds
506,Pasighat,IN,28.07,95.33,75.61,88,87,2.01,overcast clouds
507,Shangrao,CN,28.45,117.97,66.43,94,85,2.66,overcast clouds
508,Fortuna,US,40.6,-124.16,72.0,68,1,11.41,clear sky
509,Luderitz,NA,-26.65,15.16,56.53,63,0,21.25,clear sky
510,Balabac,PH,7.99,117.06,80.91,81,100,11.01,moderate rain
511,Dire Dawa,ET,9.59,41.87,72.34,60,88,12.73,light rain
512,Paita,PE,-5.09,-81.11,66.15,78,24,15.7,few clouds
513,San Policarpo,PH,12.18,125.51,80.76,82,96,5.3,overcast clouds
514,Abu Zabad,SD,12.35,29.25,78.85,71,87,6.44,overcast clouds
515,Khandyga,RU,62.67,135.6,43.0,93,87,4.29,overcast clouds
516,Buala,SB,-8.14,159.59,82.27,76,100,8.12,overcast clouds
517,Ocampo,MX,21.65,-101.5,70.75,48,83,8.08,broken clouds
518,Sharlyk,RU,52.92,54.75,46.54,90,50,13.44,scattered clouds
519,Mitsamiouli,KM,-11.38,43.28,76.64,77,21,2.46,few clouds
520,Forquilhinha,BR,-28.75,-49.47,59.31,66,100,2.53,overcast clouds
521,Sampit,ID,-2.53,112.95,71.8,96,99,1.5,overcast clouds
522,Flinders,AU,-34.58,150.86,60.01,89,99,1.01,overcast clouds
523,Borogontsy,RU,62.67,131.17,41.13,94,1,7.58,clear sky
524,Keuruu,FI,62.27,24.7,51.01,93,94,5.82,overcast clouds
525,Mount Isa,AU,-20.73,139.5,66.2,34,0,4.7,clear sky
526,Vila Velha,BR,-20.33,-40.29,79.0,65,0,12.75,clear sky
527,Port-Cartier,CA,50.03,-66.87,57.99,50,75,19.46,broken clouds
528,Puerto Escondido,MX,15.85,-97.07,87.8,58,75,6.93,broken clouds
529,Hovd,MN,48.01,91.64,44.29,58,0,0.81,clear sky
530,Pedernales,DO,18.04,-71.74,86.0,79,75,13.87,broken clouds
531,Mattawa,US,46.74,-119.9,71.6,68,90,9.78,haze
532,Thohoyandou,ZA,-22.95,30.48,70.99,27,0,2.53,clear sky
533,Nokha,IN,27.6,73.42,90.77,31,0,8.43,clear sky
534,Trairi,BR,-3.28,-39.27,78.35,72,100,15.52,overcast clouds
535,Shambu,ET,9.57,37.1,51.39,98,50,1.9,scattered clouds
536,Garissa,KE,-0.45,39.64,74.77,71,0,18.23,clear sky
537,Cabedelo,BR,-6.98,-34.83,78.8,74,20,12.75,few clouds
538,Chapada Dos Guimaraes,BR,-15.46,-55.75,102.2,10,40,4.7,smoke
539,Solnechnyy,RU,50.72,136.63,55.99,78,100,4.36,overcast clouds
540,Itapetininga,BR,-23.59,-48.05,75.74,48,74,11.07,broken clouds
541,Mongu,ZM,-15.25,23.13,70.66,23,0,5.14,clear sky
542,Westport,US,41.14,-73.36,75.2,36,1,17.22,clear sky
543,Isangel,VU,-19.55,169.27,71.6,88,40,8.05,scattered clouds
544,Laredo,US,27.51,-99.51,89.6,59,90,11.41,moderate rain
545,Galway,IE,53.27,-9.05,62.6,77,75,4.7,broken clouds
546,Dabat,ET,12.98,37.77,52.57,98,77,5.28,light rain
547,Thinadhoo,MV,0.53,72.93,82.76,69,100,6.42,overcast clouds
548,Kholtoson,RU,50.3,103.31,34.68,89,98,2.93,overcast clouds
549,Forio,IT,40.73,13.86,80.01,68,6,1.99,clear sky
550,Agogo,GH,6.8,-1.08,70.56,100,92,4.12,overcast clouds
551,Bushehr,IR,28.97,50.84,89.26,50,0,2.93,clear sky
552,Abay,KZ,49.63,72.85,50.0,61,49,4.47,scattered clouds
553,Konevo,RU,62.12,39.32,45.43,85,93,7.96,overcast clouds
554,Altamira,BR,-3.2,-52.21,89.6,55,40,3.36,scattered clouds
555,Anchorage,US,61.22,-149.9,55.99,58,1,4.7,clear sky
556,Umm Lajj,SA,25.02,37.27,86.7,55,0,3.67,clear sky
557,Veisiejai,LT,54.1,23.7,55.24,95,10,4.99,clear sky
558,Mogadishu,SO,2.04,45.34,77.56,86,99,16.64,overcast clouds
559,Warrington,GB,53.39,-2.58,68.0,72,62,5.82,broken clouds
560,Passo Fundo,BR,-28.26,-52.41,56.17,85,100,9.51,overcast clouds
561,Porbandar,IN,21.64,69.61,81.77,82,77,10.56,broken clouds
562,Agbor,NG,6.25,6.19,73.9,96,100,3.94,overcast clouds
563,Labuan,MY,5.28,115.24,75.2,88,40,6.93,scattered clouds
564,Bayir,TR,37.27,28.22,78.8,78,24,2.17,few clouds
565,Alyangula,AU,-13.85,136.42,68.0,94,40,10.63,scattered clouds
566,Sobolevo,RU,54.43,31.9,54.39,95,0,8.99,clear sky
567,Male,MV,4.17,73.51,84.2,83,75,9.17,broken clouds
568,Lumeje,AO,-11.55,20.78,74.32,33,0,2.1,clear sky
569,Muroto,JP,33.28,134.15,74.82,72,92,8.9,overcast clouds
570,Lentekhi,GE,42.79,42.73,63.64,69,26,1.34,scattered clouds
571,Ibatiba,BR,-20.23,-41.51,68.76,56,0,3.02,clear sky
572,Corinto,GR,37.94,22.96,79.0,30,1,7.74,clear sky
573,Zlitan,LY,32.47,14.57,78.26,72,0,15.01,moderate rain
574,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,89.2,58,74,1.21,light rain
575,Lons-Le-Saunier,FR,46.75,5.75,73.0,67,81,4.41,broken clouds
576,Kavaratti,IN,10.57,72.64,81.34,81,98,21.43,overcast clouds
577,Ugoofaaru,MV,5.67,73.0,81.82,78,95,10.27,light rain
578,Bayan,CN,46.08,127.4,49.91,88,9,1.05,clear sky
579,Waiouru,NZ,-39.48,175.67,47.5,85,77,13.73,broken clouds
580,Davila,PH,18.47,120.58,81.25,75,100,5.32,overcast clouds
581,Mujiayingzi,CN,42.12,118.78,56.52,88,100,3.11,light rain
582,Maniitsoq,GL,65.42,-52.9,39.31,66,73,8.16,broken clouds
583,Hokitika,NZ,-42.72,170.97,51.08,68,80,21.61,broken clouds
584,Nyurba,RU,63.28,118.33,45.57,75,88,2.33,overcast clouds
585,Jalu,LY,29.03,21.55,88.5,28,0,11.52,clear sky
586,Muroran,JP,42.32,140.99,63.52,84,95,19.73,overcast clouds
587,Kasongo,CD,-4.45,26.67,72.36,88,37,0.74,scattered clouds
588,Betioky,MG,-23.72,44.38,71.19,77,92,2.04,moderate rain
589,Boguchany,RU,58.38,97.45,44.26,91,17,2.48,few clouds
590,Sarangani,PH,5.4,125.46,80.42,84,100,15.05,overcast clouds
591,Zhanaozen,KZ,43.3,52.8,63.73,49,6,10.49,clear sky
592,Cascais,PT,38.7,-9.42,69.01,94,40,6.93,scattered clouds
593,Sorsk,RU,54.0,90.25,39.43,83,4,2.42,clear sky
594,Bourbonnais,US,41.14,-87.88,75.0,49,1,6.93,clear sky
595,Leh,IN,34.17,77.58,52.38,42,0,5.79,clear sky
596,Santa Catarina De Tepehuanes,MX,25.35,-105.73,71.11,61,96,8.39,overcast clouds
597,Greenwood,US,34.17,-82.12,90.0,55,20,6.93,few clouds
598,Shangzhi,CN,45.22,127.97,48.24,89,0,1.88,clear sky
599,Sutysky,UA,49.04,28.42,55.99,81,0,5.68,clear sky
600,Novoagansk,RU,61.94,76.66,50.18,97,96,6.71,overcast clouds
601,Oni,GE,42.58,43.44,63.55,68,43,0.78,scattered clouds
602,Antalaha,MG,-14.9,50.28,68.0,84,35,9.42,scattered clouds
603,Svetlaya,RU,46.54,138.33,55.27,68,100,5.28,overcast clouds
604,Kutum,SD,14.2,24.67,78.57,56,56,5.17,broken clouds
605,Maldonado,UY,-34.67,-54.92,53.6,66,20,9.17,few clouds
606,Antsirabe,MG,-19.85,47.03,52.07,82,38,4.9,scattered clouds
607,Guaraniacu,BR,-25.1,-52.88,73.49,68,92,7.02,light rain
608,Camacari,BR,-12.7,-38.32,78.8,78,40,10.29,scattered clouds
609,Teacapan,MX,22.55,-105.75,88.57,62,56,13.53,broken clouds
610,Aldan,RU,58.6,125.39,43.18,91,96,5.99,overcast clouds
611,Banda Aceh,ID,5.56,95.32,79.5,75,46,11.34,scattered clouds
612,Broken Hill,AU,-31.95,141.43,46.4,75,0,4.7,clear sky
613,Yarmouth,US,41.71,-70.23,73.4,53,1,11.41,clear sky
614,Dunedin,NZ,-45.87,170.5,50.0,59,22,13.0,few clouds
615,Sao Miguel Do Araguaia,BR,-13.28,-50.16,91.94,22,1,5.75,clear sky
616,Dingle,PH,11.0,122.67,75.15,90,100,2.84,overcast clouds
617,Burnie,AU,-41.07,145.92,50.0,75,100,8.01,overcast clouds
618,Nabire,ID,-3.37,135.48,74.89,90,100,3.6,light rain
619,Jawhar,SO,2.78,45.5,77.52,79,64,15.79,broken clouds
620,Majene,ID,-3.54,118.97,76.17,82,28,14.25,scattered clouds
621,Yangambi,CD,0.81,24.43,71.69,95,98,2.64,overcast clouds
622,Zverinogolovskoye,RU,54.46,64.85,55.2,61,100,10.67,overcast clouds
623,Ratnagiri,IN,16.98,73.3,77.85,86,100,2.86,overcast clouds
624,Longonjo,AO,-12.91,15.25,59.29,51,0,1.41,clear sky
625,Seoul,KR,37.57,126.98,66.2,93,75,1.86,mist
626,Ape,LV,57.54,26.69,59.43,88,97,8.63,overcast clouds
627,Chalmette,US,29.94,-89.96,88.0,62,90,19.46,overcast clouds
628,Bull Savanna,JM,17.89,-77.59,83.03,74,93,11.54,overcast clouds
629,Syedove,UA,47.08,38.16,68.0,100,0,8.01,clear sky
630,Matay,EG,28.42,30.78,80.69,55,0,18.61,clear sky
631,Roald,NO,62.58,6.13,50.0,93,90,8.05,drizzle
632,Sicamous,CA,50.83,-118.99,72.0,73,100,3.0,overcast clouds
633,Lalmohan,BD,22.34,90.74,83.79,82,100,7.99,overcast clouds
634,Atambua,ID,-9.11,124.89,66.72,85,23,5.28,few clouds
635,Pong,TH,19.15,100.28,73.76,91,100,1.83,overcast clouds
636,Salamiyah,SY,35.01,37.05,71.02,60,0,5.59,clear sky
637,Sibu,MY,2.3,111.82,75.2,94,40,2.3,scattered clouds
638,Jega,NG,12.22,4.38,81.59,67,72,8.52,broken clouds
639,General Roca,AR,-39.03,-67.58,71.6,14,0,8.05,clear sky
640,Santa Maria Da Vitoria,BR,-13.39,-44.19,80.74,32,40,3.47,scattered clouds
641,Zhireken,RU,52.82,117.31,37.45,90,0,1.52,clear sky
642,Krasnoye-Na-Volge,RU,57.51,41.24,50.0,81,75,13.42,broken clouds
643,Rio Grande,BR,-32.03,-52.1,55.99,62,89,5.99,overcast clouds
644,Ganzhou,CN,28.82,115.43,67.3,90,99,0.63,overcast clouds
645,Linhai,CN,28.85,121.12,72.0,90,100,1.52,overcast clouds
646,Vila,PT,42.03,-8.16,66.99,82,37,2.24,scattered clouds
647,Gimli,CA,50.63,-96.99,62.01,99,100,11.83,overcast clouds
648,College,US,64.86,-147.8,51.01,70,90,0.92,overcast clouds
649,Afonso Bezerra,BR,-5.5,-36.51,81.88,51,76,16.42,broken clouds
650,Abonnema,NG,4.71,6.79,77.0,94,75,6.17,broken clouds
651,Nicoya,CR,10.15,-85.45,84.2,74,75,5.82,broken clouds
652,Pisco,PE,-13.7,-76.22,68.0,68,98,6.93,overcast clouds
653,Ust-Ilimsk,RU,58.0,102.66,41.09,94,0,3.78,clear sky
654,Jardim,BR,-21.48,-56.14,90.61,30,0,9.82,clear sky
655,Tres Lagoas,BR,-20.75,-51.68,92.68,13,14,5.55,few clouds
656,Oksfjord,NO,70.24,22.35,46.4,100,75,3.36,broken clouds
657,Saint-Louis,SN,16.33,-15.0,91.54,48,61,12.24,light rain
658,Mgandu,TZ,-5.95,34.13,65.23,59,0,10.42,clear sky
659,Isiro,CD,2.77,27.62,67.59,98,100,1.36,overcast clouds
660,Kwinana,AU,-32.25,115.77,63.0,58,0,8.05,clear sky
661,Le Vauclin,MQ,14.55,-60.84,87.8,70,28,12.75,scattered clouds
662,San,ML,13.3,-4.9,83.97,60,10,8.25,clear sky
663,Damaturu,NG,11.75,11.96,76.93,77,78,11.9,broken clouds
664,Ridgecrest,US,35.62,-117.67,99.0,10,0,9.24,clear sky
665,Beloha,MG,-25.17,45.05,77.0,49,78,9.13,broken clouds
666,Ust-Tsilma,RU,65.44,52.15,46.89,97,100,3.56,light rain
667,Rio Cuarto,AR,-33.13,-64.35,68.0,11,0,26.4,clear sky
668,Ganj Muradabad,IN,26.97,80.18,85.19,66,81,5.73,light rain
669,Port Macquarie,AU,-31.43,152.92,54.0,100,16,4.99,few clouds
670,Plettenberg Bay,ZA,-34.05,23.37,52.83,75,37,8.01,scattered clouds
671,Mocajuba,BR,-2.58,-49.51,87.98,46,99,1.45,overcast clouds
672,Emerald,AU,-23.53,148.17,59.0,93,40,3.36,scattered clouds
673,Annan,GB,54.99,-3.26,63.0,93,91,1.12,overcast clouds
674,Drochia,MD,48.03,27.82,62.6,72,0,6.06,clear sky
675,Lakselv,NO,70.05,24.97,46.4,87,75,12.75,broken clouds
676,Los Llanos De Aridane,ES,28.66,-17.92,75.2,78,75,5.82,broken clouds
677,Agadir,MA,30.42,-9.6,71.6,78,0,10.29,clear sky
678,Kautokeino,NO,69.01,23.04,39.27,87,75,5.23,broken clouds
679,Marystown,CA,47.17,-55.15,64.99,100,96,19.19,overcast clouds
680,Itarema,BR,-2.92,-39.92,78.39,71,98,18.63,overcast clouds
681,Mackenzie,CA,55.3,-123.17,50.0,57,40,6.93,scattered clouds
682,Gumdag,TM,39.21,54.59,68.9,58,0,7.02,clear sky
683,Bilibino,RU,68.05,166.44,41.88,72,92,5.53,overcast clouds
684,Itoman,JP,26.12,127.67,80.6,83,40,2.24,scattered clouds
685,Bambanglipuro,ID,-7.95,110.28,73.42,87,84,4.76,broken clouds
686,Yagodnoye,RU,62.55,149.67,44.42,62,94,1.61,overcast clouds
687,Lompoc,US,34.64,-120.46,69.01,68,1,10.29,haze
688,Kem,RU,64.96,34.58,47.86,76,9,14.56,clear sky
689,Altus,US,34.64,-99.33,78.8,41,1,13.87,clear sky
690,Sirjan,IR,29.45,55.68,58.78,31,0,5.84,clear sky
691,Sarakhs,IR,36.54,61.16,64.4,42,0,2.24,clear sky
692,Bucerias,MX,20.75,-105.33,88.0,66,20,9.17,few clouds
693,Nortelandia,BR,-14.45,-56.8,99.48,12,0,2.98,clear sky
694,Primorsk,UA,46.73,36.34,68.74,44,0,12.01,clear sky
